step,wall_s,newton_iters,assembly_s,assembly_calls,linear_s,linear_calls,krylov_iters,other_s,pc_setup_s,pc_apply_s,ilu_factor_s,ilu_solve_s,matvec_s,ksp_total_s
547,0.114,3,0.049,4,0.055,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
548,0.104,3,0.037,4,0.056,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
549,0.112,3,0.047,4,0.054,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
550,0.120,3,0.050,4,0.060,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
551,0.118,3,0.050,4,0.060,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
552,0.114,3,0.045,4,0.058,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
553,0.113,3,0.044,4,0.060,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
554,0.115,3,0.043,4,0.065,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
555,0.114,3,0.042,4,0.064,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
556,0.107,3,0.043,4,0.056,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
557,0.109,3,0.043,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
558,0.109,3,0.044,4,0.060,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
559,0.118,3,0.046,4,0.061,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
560,0.114,3,0.042,4,0.064,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
561,0.109,3,0.042,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
562,0.111,3,0.046,4,0.058,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
563,0.130,3,0.057,4,0.067,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
564,0.107,3,0.046,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
565,0.116,3,0.040,4,0.067,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
566,0.117,3,0.043,4,0.065,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
567,0.118,3,0.042,4,0.069,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
568,0.107,3,0.047,4,0.053,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
569,0.114,3,0.049,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
570,0.262,4,0.076,5,0.176,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
571,0.128,3,0.064,4,0.055,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
572,0.138,4,0.052,5,0.075,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
573,0.118,3,0.049,4,0.064,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
574,0.151,4,0.056,5,0.082,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
575,0.110,3,0.044,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
576,0.148,4,0.058,5,0.079,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
577,0.112,3,0.048,4,0.058,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
578,0.151,4,0.062,5,0.079,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
579,0.103,3,0.043,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
580,0.142,4,0.056,5,0.078,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
581,0.100,3,0.039,4,0.053,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
582,0.152,4,0.060,5,0.081,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
583,0.112,3,0.047,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
584,0.164,4,0.077,5,0.080,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
585,0.115,3,0.053,4,0.057,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
586,0.160,4,0.065,5,0.083,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
587,0.105,3,0.039,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
588,0.150,4,0.061,5,0.080,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
589,0.112,3,0.048,4,0.057,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
590,0.144,4,0.060,5,0.075,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
591,0.103,3,0.043,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
592,0.156,4,0.068,5,0.080,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
593,0.112,3,0.049,4,0.057,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
594,0.138,4,0.053,5,0.077,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
595,0.112,3,0.046,4,0.060,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
596,0.154,4,0.063,5,0.079,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
597,0.117,3,0.043,4,0.064,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
598,0.156,4,0.058,5,0.090,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
599,0.119,3,0.043,4,0.066,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
600,0.150,4,0.051,5,0.089,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
601,0.119,3,0.046,4,0.064,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
602,0.145,4,0.059,5,0.079,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
603,0.105,3,0.040,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
604,0.152,4,0.063,5,0.080,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
605,0.107,3,0.047,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
606,0.147,4,0.064,5,0.075,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
607,0.103,3,0.036,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
608,0.151,4,0.059,5,0.084,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
609,0.105,3,0.044,4,0.054,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
610,0.152,4,0.058,5,0.084,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
611,0.107,3,0.040,4,0.061,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
612,0.144,4,0.057,5,0.077,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
613,0.119,3,0.050,4,0.061,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
614,0.119,3,0.045,4,0.064,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
615,0.107,3,0.039,4,0.057,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
616,0.119,3,0.047,4,0.062,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
617,0.109,3,0.038,4,0.059,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
618,0.138,3,0.062,4,0.066,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
619,0.109,3,0.042,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
620,0.116,3,0.051,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
621,0.122,3,0.043,4,0.067,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
622,0.108,3,0.043,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
623,0.118,3,0.051,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
624,0.111,3,0.045,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
625,0.113,3,0.048,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
626,0.117,3,0.048,4,0.059,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
627,0.116,3,0.047,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
628,0.118,3,0.049,4,0.062,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
629,0.114,3,0.047,4,0.056,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
630,0.116,3,0.045,4,0.062,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
631,0.113,3,0.049,4,0.055,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
632,0.120,3,0.053,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
633,0.113,3,0.048,4,0.057,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
634,0.126,3,0.055,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
635,0.108,3,0.043,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
636,0.121,3,0.047,4,0.063,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
637,0.127,3,0.056,4,0.061,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
638,0.119,3,0.048,4,0.064,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
639,0.131,3,0.053,4,0.071,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
640,0.124,3,0.047,4,0.069,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
641,0.118,3,0.050,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
642,0.120,3,0.048,4,0.064,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
643,0.120,3,0.043,4,0.069,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
644,0.116,3,0.041,4,0.064,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
645,0.112,3,0.042,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
646,0.122,3,0.044,4,0.069,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
647,0.119,3,0.042,4,0.072,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
648,0.134,3,0.058,4,0.063,3,3,0.013,0.000,0.000,0.000,0.000,0.000,0.000
649,0.120,3,0.051,4,0.056,3,3,0.013,0.000,0.000,0.000,0.000,0.000,0.000
650,0.138,3,0.051,4,0.078,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
651,0.115,3,0.048,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
652,0.181,3,0.065,4,0.103,3,3,0.013,0.000,0.000,0.000,0.000,0.000,0.000
653,0.118,3,0.053,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
654,0.111,3,0.045,4,0.059,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
655,0.103,3,0.043,4,0.053,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
656,0.114,3,0.051,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
657,0.144,4,0.050,5,0.086,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
658,0.106,3,0.042,4,0.057,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
659,0.142,4,0.060,5,0.069,4,4,0.013,0.000,0.000,0.000,0.000,0.000,0.000
660,0.120,3,0.056,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
661,0.157,4,0.063,5,0.085,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
662,0.124,3,0.050,4,0.066,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
663,0.164,4,0.066,5,0.089,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
664,0.108,3,0.047,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
665,0.145,4,0.056,5,0.081,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
666,0.116,3,0.038,4,0.067,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
667,0.142,4,0.055,5,0.077,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
668,0.223,3,0.077,4,0.131,3,3,0.015,0.000,0.000,0.000,0.000,0.000,0.000
669,0.151,4,0.053,5,0.090,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
670,0.105,3,0.041,4,0.057,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
671,0.148,4,0.055,5,0.084,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
672,0.115,3,0.050,4,0.058,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
673,0.160,4,0.054,5,0.095,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
674,0.107,3,0.035,4,0.062,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
675,0.147,4,0.050,5,0.088,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
676,0.130,3,0.048,4,0.070,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
677,0.140,4,0.058,5,0.074,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
678,0.109,3,0.047,4,0.054,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
679,0.143,4,0.058,5,0.073,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
680,0.110,3,0.045,4,0.055,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
681,0.140,4,0.053,5,0.077,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
682,0.118,3,0.044,4,0.066,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
683,0.167,4,0.065,5,0.093,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
684,0.111,3,0.043,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
685,0.152,4,0.059,5,0.084,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
686,0.117,3,0.040,4,0.065,3,3,0.012,0.000,0.000,0.000,0.000,0.000,0.000
687,0.135,4,0.055,5,0.071,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
688,0.113,3,0.049,4,0.056,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
689,0.149,4,0.063,5,0.077,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
690,0.106,3,0.042,4,0.057,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
691,0.145,4,0.060,5,0.076,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
692,0.107,3,0.043,4,0.056,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
693,0.139,4,0.056,5,0.075,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
694,0.117,3,0.050,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
695,0.144,4,0.055,5,0.078,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
696,0.116,3,0.040,4,0.068,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
697,0.146,4,0.052,5,0.082,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
698,0.108,3,0.041,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
699,0.145,4,0.061,5,0.075,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
700,0.163,3,0.043,4,0.114,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
701,0.154,4,0.056,5,0.086,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
702,0.121,3,0.050,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
703,0.145,4,0.051,5,0.080,4,4,0.014,0.000,0.000,0.000,0.000,0.000,0.000
704,0.126,3,0.050,4,0.068,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
705,0.156,4,0.055,5,0.088,4,4,0.014,0.000,0.000,0.000,0.000,0.000,0.000
706,0.133,3,0.047,4,0.075,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
707,0.144,4,0.052,5,0.079,4,4,0.013,0.000,0.000,0.000,0.000,0.000,0.000
708,0.119,3,0.049,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
709,0.159,4,0.070,5,0.082,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
710,0.125,3,0.049,4,0.067,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
711,0.119,3,0.049,4,0.061,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
712,0.112,3,0.049,4,0.055,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
713,0.108,3,0.038,4,0.060,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
714,0.120,3,0.045,4,0.066,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
715,0.119,3,0.046,4,0.065,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
716,0.111,3,0.043,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
717,0.114,3,0.046,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
718,0.109,3,0.041,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
719,0.107,3,0.042,4,0.058,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
720,0.119,3,0.049,4,0.059,3,3,0.011,0.000,0.000,0.000,0.000,0.000,0.000
721,0.115,3,0.044,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
722,0.120,3,0.052,4,0.058,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
723,0.113,3,0.040,4,0.063,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
724,0.116,3,0.050,4,0.060,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
725,0.115,3,0.042,4,0.066,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
726,0.120,3,0.051,4,0.059,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
727,0.137,4,0.055,5,0.073,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
728,0.148,4,0.056,5,0.082,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
729,0.132,4,0.048,5,0.076,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
730,0.152,4,0.068,5,0.077,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
731,0.139,4,0.047,5,0.083,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
732,0.151,4,0.058,5,0.081,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
733,0.153,4,0.063,5,0.081,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
734,0.151,4,0.061,5,0.081,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
735,0.149,4,0.061,5,0.080,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
736,0.156,4,0.052,5,0.091,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
737,0.140,4,0.056,5,0.077,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
738,0.151,4,0.060,5,0.080,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
739,0.168,4,0.057,5,0.096,4,4,0.014,0.000,0.000,0.000,0.000,0.000,0.000
740,0.143,4,0.051,5,0.084,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
741,0.154,4,0.061,5,0.083,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
742,0.165,4,0.065,5,0.091,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
743,0.148,4,0.056,5,0.080,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
744,0.154,4,0.060,5,0.084,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
745,0.157,4,0.065,5,0.082,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
746,0.156,4,0.072,5,0.075,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
747,0.151,4,0.062,5,0.079,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
748,0.148,4,0.062,5,0.078,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
749,0.162,4,0.062,5,0.090,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
750,0.156,4,0.058,5,0.089,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
751,0.155,4,0.052,5,0.090,4,4,0.013,0.000,0.000,0.000,0.000,0.000,0.000
752,0.161,4,0.067,5,0.082,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
753,0.144,4,0.049,5,0.084,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
754,0.142,4,0.054,5,0.081,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
755,0.141,4,0.052,5,0.080,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
756,0.156,4,0.069,5,0.078,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
757,0.165,4,0.067,5,0.086,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
758,0.149,4,0.061,5,0.081,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
759,0.149,4,0.063,5,0.078,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
760,0.284,4,0.103,5,0.118,4,4,0.063,0.000,0.000,0.000,0.000,0.000,0.000
761,0.147,4,0.067,5,0.073,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
762,0.142,4,0.053,5,0.078,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
763,0.134,4,0.048,5,0.075,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
764,0.136,4,0.052,5,0.073,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
765,0.147,4,0.063,5,0.075,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
766,0.146,4,0.064,5,0.075,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
767,0.151,4,0.057,5,0.083,4,4,0.011,0.000,0.000,0.000,0.000,0.000,0.000
768,0.146,4,0.056,5,0.083,4,4,0.007,0.000,0.000,0.000,0.000,0.000,0.000
769,0.153,4,0.058,5,0.087,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
770,0.147,4,0.062,5,0.077,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
771,0.148,4,0.063,5,0.077,4,4,0.008,0.000,0.000,0.000,0.000,0.000,0.000
772,0.160,4,0.058,5,0.093,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
773,0.138,4,0.054,5,0.075,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
774,0.201,4,0.071,5,0.121,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
775,0.161,4,0.063,5,0.088,4,4,0.010,0.000,0.000,0.000,0.000,0.000,0.000
776,0.157,4,0.062,5,0.084,4,4,0.012,0.000,0.000,0.000,0.000,0.000,0.000
777,0.155,4,0.064,5,0.083,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
778,0.147,4,0.055,5,0.082,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
779,0.149,4,0.063,5,0.076,4,4,0.009,0.000,0.000,0.000,0.000,0.000,0.000
780,0.114,3,0.048,4,0.060,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
781,0.114,3,0.043,4,0.061,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
782,0.122,3,0.051,4,0.065,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
783,0.118,3,0.047,4,0.061,3,3,0.010,0.000,0.000,0.000,0.000,0.000,0.000
784,0.109,3,0.043,4,0.060,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
785,0.115,3,0.048,4,0.058,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
786,0.103,3,0.038,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
787,0.116,3,0.051,4,0.059,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
788,0.110,3,0.049,4,0.053,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
789,0.107,3,0.045,4,0.056,3,3,0.005,0.000,0.000,0.000,0.000,0.000,0.000
790,0.109,3,0.048,4,0.055,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
791,0.120,3,0.050,4,0.063,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
792,0.129,3,0.046,4,0.074,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
793,0.116,3,0.045,4,0.063,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
794,0.124,3,0.049,4,0.066,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
795,0.103,3,0.042,4,0.053,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
796,0.105,3,0.046,4,0.054,3,3,0.006,0.000,0.000,0.000,0.000,0.000,0.000
797,0.121,3,0.044,4,0.069,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
798,0.104,3,0.035,4,0.061,3,3,0.007,0.000,0.000,0.000,0.000,0.000,0.000
799,0.118,3,0.042,4,0.067,3,3,0.008,0.000,0.000,0.000,0.000,0.000,0.000
800,0.113,3,0.044,4,0.061,3,3,0.009,0.000,0.000,0.000,0.000,0.000,0.000
